1.016731304295625860e+00 2.577124023301042427e-02
9.137296646203305617e-01 2.561850834086906725e-02
9.594452932730254124e-01 -2.241012763581365363e-02
1.030349971615514004e+00 -2.068554558064826868e-02
9.594290280049903030e-01 9.518594940110552960e-02
1.004076511745367828e+00 -8.207559129419918220e-02
9.611628235734784864e-01 -3.150289485925095861e-03
9.502354086697627489e-01 -4.098140732200426101e-02
1.014715483111138017e+00 6.340764488478566052e-02
9.404963513865153280e-01 -6.781152838752525368e-05
9.249315065137915237e-01 -1.709429724925926736e-02
9.396491821908368181e-01 -3.245126661615628516e-02
9.599129551933853755e-01 -4.628057185539327656e-02
1.001468496612020420e+00 -4.293395646233147400e-02
9.997531586229149170e-01 4.463755548080289293e-02
9.345958187954761520e-01 -1.031333291129804888e-02
9.866584316065386551e-01 -5.298884999257799655e-02
1.003618998007455909e+00 1.766531686563503969e-02
9.681996379325826796e-01 -4.918766858150110631e-03
9.399576055233266336e-01 4.610164570463979455e-02
9.780377733213262426e-01 -7.234723366283467294e-02
9.398960919670072967e-01 -1.743172185178304759e-02
1.025386161975216925e+00 5.773725436128662736e-02
1.015133655633146281e+00 2.721747942638566651e-03
9.868477137274083155e-01 -6.299856170009003609e-02
9.733554699638254926e-01 -9.402779016152482128e-03
1.062507251060391233e+00 1.375631124489937011e-02
1.031468068172538777e+00 -1.152245882565402710e-02
1.002697109869606251e+00 -7.631939476694125923e-02
1.052399281100614425e+00 -8.202369657777662526e-02
9.337163469376135172e-01 3.328175345815177072e-02
9.148086722339678900e-01 2.711691441038468695e-02
1.100959762983767742e+00 9.520934726659576906e-04
9.861514332446448261e-01 5.094049791581820724e-02
9.701561001719544164e-01 2.942955920650424176e-02
9.856714383897611231e-01 -6.553777993180319450e-02
9.988460910572367624e-01 -9.280139865019631194e-04
1.025067634499143177e+00 -8.101753554989533923e-02
1.086705832331510413e+00 -1.132141587289891421e-02
1.036851889186448661e+00 -4.577276208846652733e-02
1.029071312229640656e+00 1.140273451822149120e-01
1.046237610378500937e+00 -5.383690558263880960e-02
1.000634171084254564e+00 -1.531351682047646379e-02
1.012138955820560682e+00 -1.433161768200682824e-03
9.888731976536661028e-01 -1.921121238861583577e-02
9.724916921333087716e-01 -1.696208405847793657e-02
1.061607948208722618e+00 -1.258679461724688253e-01
1.180523263581060744e+00 4.446520108110865038e-02
1.040387643434643516e+00 8.372205456293144166e-02
9.667946751536803385e-01 -8.040435151413678760e-03
9.511186297442121296e-01 1.224095937324442239e-02
9.874518770823677016e-01 -8.427954248643988733e-03
1.022381038572764300e+00 5.659759244914630560e-03
1.059417846366228710e+00 -6.708129461140786842e-02
1.018617399983613891e+00 -4.612790015663806309e-02
1.067367216113130457e+00 -3.804779729931607318e-02
1.000752100098814434e+00 6.914199418672421771e-02
9.268735966087926492e-01 3.631484646100260893e-02
1.042897026076543998e+00 -7.379182266020527237e-02
1.022872690135945728e+00 7.269573478998288263e-02
1.037990800599003505e+00 9.830735472207467740e-02
9.766674685119102195e-01 2.860164929100889736e-02
1.073857902878782244e+00 -3.943682523230231107e-02
1.056976155004835327e+00 4.064383038181493268e-02
1.026257990068089265e+00 -1.766469401810449522e-02
9.196594677322638134e-01 -4.751174817923337068e-02
9.426441337834584600e-01 -1.878036544698322152e-02
1.085456046821160259e+00 -1.503040036985557430e-02
9.639162011112695216e-01 5.806668516000116492e-02
9.760601471779800642e-01 6.254983751424882110e-02
9.926143303660701633e-01 -7.674965507716399737e-02
1.034606201266834447e+00 -3.794989410526510010e-02
9.837819535480047950e-01 4.219359900043160444e-02
1.128947706385498018e+00 -1.265422550319534115e-02
1.047363033584596037e+00 -1.253349471773879120e-02
1.050912990307827588e+00 -3.601049892306514705e-02
9.409185871106245935e-01 -1.202291074484192479e-01
9.808972679133105554e-01 1.005861732245240669e-01
1.032296167143651466e+00 3.664754286960561751e-03
9.384022135969470879e-01 9.642688469524633710e-02
1.019662473804431757e+00 -9.053442851917083145e-02
1.014869829138624446e+00 4.153839750287332405e-02
1.025073538105118809e+00 6.114396138045222195e-02
1.003470046826979267e+00 -3.267984312431690408e-02
1.001187929984415304e+00 -6.682199908070274134e-04
9.840305140986033150e-01 -8.145082377007147045e-02
9.381864082825737139e-01 2.886633597284640404e-02
1.044916350397892213e+00 5.897662565308784549e-02
9.860292626811658634e-01 5.954879779215890845e-02
9.905404897143641474e-01 -2.456215827563260762e-02
1.054514015511987646e+00 -4.668637399339584104e-02
1.048353990398326774e+00 7.547997437851786118e-02
9.799531825954691522e-01 -2.249092043830516752e-02
9.583556496037337613e-01 3.866294520710637783e-02
1.008538347815671088e+00 -4.915879920040511220e-02
1.002793181321242955e+00 -9.467393250224194479e-02
1.029273343333572344e+00 -4.261693053512347062e-02
9.952732987392337582e-01 4.349333133186084055e-02
9.522169071430760523e-01 3.807698402676157334e-02
1.048872216775578181e+00 4.147323068218361497e-02
9.542277232352540661e-01 2.486470934076289926e-02
1.146518090913131838e+00 1.188621527199497652e-01
1.007481881095481757e+00 4.346604562120678916e-02
1.023782869689977115e+00 8.069454207165205339e-02
1.002095511033384456e+00 -5.051138263760082681e-02
1.023891215195763982e+00 -2.858932416305175542e-02
1.019615577653383287e+00 3.980521377547852069e-02
1.088709672411566354e+00 9.043047205595187987e-02
1.094908846113277434e+00 8.870263640631880636e-03
1.028909433758773417e+00 4.408280132817366664e-02
9.998806774106701045e-01 1.974137911797322828e-02
1.008957471305498954e+00 -1.044556528096322323e-01
9.760897492038347334e-01 -2.724753867247484834e-02
